Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
SC0,31/07/99,Dundee United,Dundee,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1482.64,1578.2
SC0,31/07/99,Hibernian,Motherwell,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,1658.89,1514.22
SC0,31/07/99,Rangers,Kilmarnock,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1757.13,1612.77
SC0,31/07/99,St Johnstone,Hearts,1.0,4.0,A,0.0,1.0,A,,,,,,,,,,,,1636.06,1576.27
SC0,01/08/99,Aberdeen,Celtic,0.0,5.0,A,0.0,3.0,A,,,,,,,,,,,,1495.15,1746.22
SC0,07/08/99,Celtic,St Johnstone,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,1753.6,1618.18
SC0,07/08/99,Hearts,Rangers,0.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,1594.15,1762.05
SC0,07/08/99,Kilmarnock,Aberdeen,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1607.85,1487.77
SC0,07/08/99,Motherwell,Dundee United,2.0,2.0,D,2.0,0.0,H,,,,,,,,,,,,1521.81,1494.98
SC0,08/08/99,Dundee,Hibernian,3.0,4.0,A,0.0,1.0,A,,,,,,,,,,,,1565.86,1651.3
SC0,14/08/99,Aberdeen,Dundee,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,1482.28,1552.84
SC0,14/08/99,Hibernian,Hearts,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,1664.32,1584.06
SC0,15/08/99,Dundee United,Celtic,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1499.35,1758.73
SC0,15/08/99,Rangers,Motherwell,4.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1772.14,1517.44
SC0,15/08/99,St Johnstone,Kilmarnock,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,1613.05,1613.34
SC0,21/08/99,Dundee,Celtic,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,1566.4,1740.87
SC0,21/08/99,Kilmarnock,Motherwell,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,1604.33,1514.57
SC0,21/08/99,Rangers,Dundee United,4.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1775.01,1517.21
SC0,21/08/99,St Johnstone,Hibernian,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,1622.06,1658.36
SC0,22/08/99,Hearts,Aberdeen,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1590.02,1468.72
SC0,28/08/99,Hibernian,Rangers,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,1660.63,1777.84
SC0,28/08/99,Motherwell,Dundee,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1533.29,1556.54
SC0,29/08/99,Aberdeen,St Johnstone,0.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,1463.26,1619.79
SC0,29/08/99,Celtic,Hearts,4.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,1750.73,1595.48
SC0,29/08/99,Dundee United,Kilmarnock,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1514.38,1585.61
SC0,11/09/99,Dundee United,Hibernian,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1513.35,1648.75
SC0,11/09/99,Hearts,Dundee,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1590.8,1571.76
SC0,11/09/99,Rangers,Aberdeen,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1789.72,1452.78
SC0,11/09/99,St Johnstone,Motherwell,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,1630.27,1518.07
SC0,12/09/99,Kilmarnock,Celtic,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,1586.64,1755.41
SC0,18/09/99,Aberdeen,Dundee United,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1450.91,1527.12
SC0,19/09/99,Dundee,St Johnstone,1.0,2.0,A,1.0,0.0,H,,,,,,,,,,,,1563.38,1623.46
SC0,19/09/99,Hibernian,Kilmarnock,0.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,1634.98,1576.58
SC0,25/09/99,Dundee United,Hearts,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1540.47,1599.18
SC0,25/09/99,Hibernian,Celtic,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,1617.15,1765.47
SC0,25/09/99,Kilmarnock,Dundee,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1594.41,1549.45
SC0,25/09/99,Rangers,St Johnstone,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1791.59,1637.39
