Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
B1,06/08/99,Geel,Gent,1.0,5.0,A,0.0,1.0,A,,,,,,,,,,,,1500.0,1554.61
B1,07/08/99,Beveren,Aalst,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1418.41,1429.39
B1,07/08/99,Charleroi,Harelbeke,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,1432.51,1520.36
B1,07/08/99,Lierse,Germinal,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1586.89,1557.05
B1,07/08/99,Lommel,Lokeren,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,1426.78,1564.67
B1,07/08/99,Standard,Mechelen,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,1540.36,1500.0
B1,07/08/99,Westerlo,Genk,6.0,6.0,D,3.0,2.0,H,,,,,,,,,,,,1461.78,1685.8
B1,08/08/99,Anderlecht,Mouscron,3.0,2.0,H,0.0,1.0,A,,,,,,,,,,,,1709.53,1640.18
B1,08/08/99,Club Brugge,St Truiden,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1718.95,1519.1
B1,14/08/99,Gent,Genk,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1568.73,1681.52
B1,14/08/99,Germinal,Lommel,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,1549.02,1440.64
B1,14/08/99,Mechelen,Charleroi,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1492.29,1444.57
B1,14/08/99,St Truiden,Geel,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,1515.32,1485.88
B1,14/08/99,Westerlo,Standard,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,1466.06,1548.07
B1,15/08/99,Aalst,Lierse,2.0,3.0,A,1.0,0.0,H,,,,,,,,,,,,1445.02,1594.92
B1,15/08/99,Anderlecht,Beveren,5.0,2.0,H,2.0,0.0,H,,,,,,,,,,,,1716.38,1402.78
B1,15/08/99,Harelbeke,Mouscron,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,1508.3,1633.33
B1,15/08/99,Lokeren,Club Brugge,2.0,5.0,A,1.0,3.0,A,,,,,,,,,,,,1550.81,1722.73
B1,21/08/99,Beveren,Harelbeke,2.0,2.0,D,2.0,0.0,H,,,,,,,,,,,,1400.66,1509.2
