Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
E1,07/08/99,Birmingham,Fulham,2,2,D,0,1,A,,,,,,,,,,,,1601.34,1604.07
E1,07/08/99,Blackburn,Port Vale,0,0,D,0,0,D,,,,,,,,,,,,1528.52,1411.01
E1,07/08/99,Charlton,Barnsley,3,1,H,2,0,H,,,,,,,,,,,,1531.58,1499.36
E1,07/08/99,Crystal Palace,Crewe,1,1,D,0,0,D,,,,,,,,,,,,1477.05,1464.74
E1,07/08/99,Grimsby,Stockport,0,1,A,0,0,D,,,,,,,,,,,,1458.94,1457.0
E1,07/08/99,Ipswich,Nott'm Forest,3,1,H,2,0,H,,,,,,,,,,,,1618.65,1517.67
E1,07/08/99,Portsmouth,Sheffield United,2,0,H,1,0,H,,,,,,,,,,,,1412.9,1527.08
E1,07/08/99,QPR,Huddersfield,3,1,H,2,0,H,,,,,,,,,,,,1412.54,1471.57
E1,07/08/99,Tranmere,Bolton,0,0,D,0,0,D,,,,,,,,,,,,1483.84,1563.32
E1,07/08/99,Walsall,Swindon,0,0,D,0,0,D,,,,,,,,,,,,1524.53,1413.91
E1,07/08/99,West Brom,Norwich,1,1,D,0,0,D,,,,,,,,,,,,1452.07,1478.75
E1,08/08/99,Man City,Wolves,0,1,A,0,1,A,,,,,,,,,,,,1549.41,1556.3
E1,13/08/99,Huddersfield,Blackburn,3,2,H,1,0,H,,,,,,,,,,,,1460.54,1521.58
E1,14/08/99,Barnsley,Crystal Palace,2,3,A,1,1,D,,,,,,,,,,,,1491.4,1473.14
E1,14/08/99,Bolton,QPR,2,1,H,1,1,D,,,,,,,,,,,,1564.06,1423.57
E1,14/08/99,Fulham,Man City,0,0,D,0,0,D,,,,,,,,,,,,1607.48,1533.64
E1,14/08/99,Norwich,Birmingham,0,1,A,0,1,A,,,,,,,,,,,,1481.35,1597.93
E1,14/08/99,Nott'm Forest,Grimsby,2,1,H,1,0,H,,,,,,,,,,,,1511.69,1442.87
E1,14/08/99,Port Vale,West Brom,1,2,A,1,1,D,,,,,,,,,,,,1417.95,1449.47
E1,14/08/99,Sheffield United,Walsall,1,1,D,1,1,D,,,,,,,,,,,,1514.07,1517.76
E1,14/08/99,Stockport,Tranmere,2,1,H,0,1,A,,,,,,,,,,,,1473.07,1483.1
E1,14/08/99,Wolves,Portsmouth,1,1,D,0,1,A,,,,,,,,,,,,1572.07,1425.91
E1,15/08/99,Swindon,Ipswich,1,4,A,1,1,D,,,,,,,,,,,,1420.68,1624.63
E1,20/08/99,West Brom,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,1464.4,1518.55
E1,21/08/99,Birmingham,Port Vale,4,2,H,3,2,H,,,,,,,,,,,,1609.83,1403.02
E1,21/08/99,Blackburn,Barnsley,1,2,A,0,0,D,,,,,,,,,,,,1510.48,1474.8
E1,21/08/99,Charlton,Norwich,1,0,H,0,0,D,,,,,,,,,,,,1539.54,1469.45
E1,21/08/99,Crystal Palace,Swindon,1,2,A,1,1,D,,,,,,,,,,,,1489.74,1411.81
E1,21/08/99,Grimsby,Fulham,1,1,D,1,1,D,,,,,,,,,,,,1436.01,1601.7
E1,21/08/99,Ipswich,Bolton,1,0,H,0,0,D,,,,,,,,,,,,1633.5,1569.07
E1,21/08/99,Man City,Sheffield United,6,0,H,2,0,H,,,,,,,,,,,,1539.42,1510.69
E1,21/08/99,Portsmouth,Stockport,2,0,H,0,0,D,,,,,,,,,,,,1433.53,1482.4
E1,21/08/99,QPR,Wolves,1,1,D,0,1,A,,,,,,,,,,,,1418.56,1564.45
E1,21/08/99,Tranmere,Huddersfield,1,0,H,1,0,H,,,,,,,,,,,,1473.77,1471.64
E1,21/08/99,Walsall,Crewe,1,4,A,1,1,D,,,,,,,,,,,,1521.14,1468.65
E1,27/08/99,Crewe,Grimsby,1,1,D,0,0,D,,,,,,,,,,,,1486.31,1438.35
E1,27/08/99,Stockport,Birmingham,2,0,H,0,0,D,,,,,,,,,,,,1471.73,1613.48
E1,28/08/99,Barnsley,Portsmouth,6,0,H,1,0,H,,,,,,,,,,,,1491.95,1444.2
E1,28/08/99,Bolton,Man City,0,1,A,0,1,A,,,,,,,,,,,,1562.08,1547.49
E1,28/08/99,Fulham,Charlton,2,1,H,2,0,H,,,,,,,,,,,,1599.36,1546.37
E1,28/08/99,Huddersfield,Crystal Palace,7,1,H,3,0,H,,,,,,,,,,,,1462.71,1471.35
E1,28/08/99,Norwich,Blackburn,0,2,A,0,1,A,,,,,,,,,,,,1462.62,1493.33
E1,28/08/99,Nott'm Forest,QPR,1,1,D,1,0,H,,,,,,,,,,,,1520.19,1420.2
E1,28/08/99,Port Vale,Tranmere,1,0,H,0,0,D,,,,,,,,,,,,1399.37,1482.7
E1,28/08/99,Sheffield United,Ipswich,2,2,D,0,2,A,,,,,,,,,,,,1502.62,1640.49
E1,28/08/99,Swindon,West Brom,1,2,A,1,0,H,,,,,,,,,,,,1430.2,1462.76
E1,28/08/99,Wolves,Walsall,1,2,A,1,2,A,,,,,,,,,,,,1562.81,1503.48
E1,30/08/99,Birmingham,Crewe,5,1,H,3,1,H,,,,,,,,,,,,1599.49,1481.29
E1,30/08/99,Grimsby,Swindon,1,0,H,1,0,H,,,,,,,,,,,,1443.37,1415.3
E1,30/08/99,Ipswich,Barnsley,6,1,H,3,1,H,,,,,,,,,,,,1639.13,1499.43
E1,30/08/99,Man City,Nott'm Forest,1,0,H,1,0,H,,,,,,,,,,,,1563.97,1513.7
E1,30/08/99,Portsmouth,Huddersfield,0,0,D,0,0,D,,,,,,,,,,,,1436.72,1472.0
E1,30/08/99,Tranmere,Sheffield United,1,3,A,1,3,A,,,,,,,,,,,,1470.8,1503.98
E1,30/08/99,Walsall,Norwich,2,2,D,1,1,D,,,,,,,,,,,,1521.34,1447.66
E1,30/08/99,West Brom,Fulham,0,0,D,0,0,D,,,,,,,,,,,,1477.66,1606.69
E1,31/08/99,QPR,Port Vale,3,2,H,1,0,H,,,,,,,,,,,,1426.69,1411.27
E1,03/09/99,Barnsley,Tranmere,3,0,H,1,0,H,,,,,,,,,,,,1494.4,1455.93
E1,04/09/99,Nott'm Forest,Walsall,4,1,H,1,1,D,,,,,,,,,,,,1506.29,1515.56
E1,04/09/99,Sheffield United,Crystal Palace,3,1,H,2,0,H,,,,,,,,,,,,1518.85,1462.06
E1,05/09/99,Bolton,Birmingham,3,3,D,1,3,A,,,,,,,,,,,,1545.6,1605.03
E1,05/09/99,Port Vale,Grimsby,3,1,H,2,0,H,,,,,,,,,,,,1402.78,1451.46
E1,10/09/99,Barnsley,Stockport,2,1,H,2,0,H,,,,,,,,,,,,1502.17,1485.72
E1,11/09/99,Birmingham,West Brom,1,1,D,1,0,H,,,,,,,,,,,,1606.48,1478.7
E1,11/09/99,Blackburn,Tranmere,2,0,H,0,0,D,,,,,,,,,,,,1508.29,1448.16
E1,11/09/99,Charlton,Bolton,2,1,H,1,1,D,,,,,,,,,,,,1539.04,1544.15
E1,11/09/99,Grimsby,Walsall,1,0,H,0,0,D,,,,,,,,,,,,1440.79,1506.25
E1,11/09/99,Man City,Crystal Palace,2,1,H,1,1,D,,,,,,,,,,,,1571.38,1454.85
E1,11/09/99,Norwich,Crewe,2,1,H,1,1,D,,,,,,,,,,,,1453.44,1475.75
E1,11/09/99,Port Vale,Fulham,0,2,A,0,1,A,,,,,,,,,,,,1413.45,1605.65
E1,11/09/99,Portsmouth,Ipswich,1,1,D,0,0,D,,,,,,,,,,,,1434.42,1644.16
E1,11/09/99,Swindon,Nott'm Forest,0,0,D,0,0,D,,,,,,,,,,,,1407.21,1515.6
E1,11/09/99,Wolves,Huddersfield,0,1,A,0,0,D,,,,,,,,,,,,1544.95,1474.3
E1,18/09/99,Bolton,Barnsley,2,2,D,1,1,D,,,,,,,,,,,,1534.98,1510.63
E1,18/09/99,Crewe,Swindon,2,1,H,1,0,H,,,,,,,,,,,,1466.0,1407.51
