Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,EloHome,EloAway
N1,12/08/99,Sparta,Willem II,0.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,1412.18,1640.25
N1,13/08/99,Den Bosch,Feyenoord,0.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,1500.0,1729.52
N1,14/08/99,Cambuur,Vitesse,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,1462.23,1641.74
N1,14/08/99,For Sittard,AZ Alkmaar,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1530.1,1518.08
N1,14/08/99,Graafschap,Roda JC,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1482.23,1605.07
N1,14/08/99,PSV Eindhoven,MVV Maastricht,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,1688.08,1443.51
N1,15/08/99,Ajax,Heerenveen,3.0,2.0,H,0.0,1.0,A,,,,,,,,,,,,1675.64,1573.21
N1,15/08/99,Utrecht,Nijmegen,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1466.97,1470.27
N1,15/08/99,Waalwijk,Twente,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,1429.49,1577.63
N1,20/08/99,MVV Maastricht,Ajax,2.0,6.0,A,1.0,2.0,A,,,,,,,,,,,,1440.49,1681.58
N1,21/08/99,Den Bosch,Graafschap,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,1491.96,1483.05
N1,21/08/99,Heerenveen,Sparta,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1567.27,1404.09
N1,21/08/99,Roda JC,Waalwijk,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,1604.25,1431.21
N1,21/08/99,Twente,Nijmegen,4.0,2.0,H,1.0,2.0,A,,,,,,,,,,,,1575.91,1461.16
N1,21/08/99,Willem II,For Sittard,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,1648.34,1513.7
N1,22/08/99,Feyenoord,Cambuur,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1737.56,1465.04
N1,22/08/99,Vitesse,PSV Eindhoven,1.0,6.0,A,1.0,3.0,A,,,,,,,,,,,,1638.93,1691.1
N1,27/08/99,Cambuur,Ajax,0.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,1462.42,1689.27
N1,28/08/99,PSV Eindhoven,For Sittard,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,1705.31,1521.06
N1,28/08/99,Roda JC,Nijmegen,4.0,3.0,H,2.0,0.0,H,,,,,,,,,,,,1583.55,1455.53
N1,28/08/99,Vitesse,MVV Maastricht,6.0,2.0,H,4.0,0.0,H,,,,,,,,,,,,1624.72,1432.8
N1,28/08/99,Willem II,Den Bosch,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1640.98,1488.17
N1,29/08/99,Feyenoord,Heerenveen,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,1740.18,1571.78
N1,29/08/99,Utrecht,Twente,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,1476.08,1581.54
N1,29/08/99,Waalwijk,AZ Alkmaar,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,1451.91,1534.48
N1,10/09/99,Ajax,Feyenoord,2.0,2.0,D,1.0,0.0,H,,,,,,,,,,,,1697.4,1744.58
N1,10/09/99,AZ Alkmaar,Roda JC,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,1547.61,1588.85
N1,11/09/99,For Sittard,Waalwijk,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,1516.99,1438.78
N1,11/09/99,Heerenveen,Willem II,2.0,4.0,A,1.0,0.0,H,,,,,,,,,,,,1567.38,1645.71
N1,11/09/99,MVV Maastricht,Cambuur,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,1428.87,1454.29
N1,11/09/99,Twente,Vitesse,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,1568.84,1628.65
N1,12/09/99,Graafschap,PSV Eindhoven,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,1486.84,1709.38
N1,12/09/99,Sparta,Utrecht,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,1399.58,1488.78
N1,15/09/99,AZ Alkmaar,Utrecht,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,1533.02,1476.67
N1,15/09/99,Sparta,Graafschap,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,1411.69,1478.57
